"controle_review_curto","controle_review_longo","controle_nota","controle_nota_url","controle_selection1"
"foi necessário colocar um cartão :/","Pedi ele na promoção e com o frete padrão deu 366 com demora de 7 dias para chegar... Ele é muito bom, sistema rápido e atende todas as minhas especificações.
Vi em uma avaliação que foi necessário colocar cartão de credito para instalar alguns apps, o meu também veio assim mas eu não coloquei o de credito, coloquei o de debito mesmo e eles nem pedem o código de segurança então realmente não sei o motivo de em alguns aparelhos ter que colocar e outros não.
Com tudo, é um ótimo produto com bom custo beneficio. Espero que tenha HBO MAX.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R2NX3FFMIENSIU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 9 de junho de 2021"
"Perfeito!!!","Já tínhamos um fire stick, mas da primeira geração. Este ano resolvemos investir no modelo novo e foi uma das compras mais perfeitas que fizemos. Super fácil de instalar, de integrar tudo com a sua conta Amazon, pode colocar o controle da sua TV de lado e usar só ele porque realmente foi pensado em facilitar a vida. Os botões de volume, botão para comando pela Alexa, ligar e desligar (não tinha nem isso no meu outro kkkk), então realmente para nós foi uma evolução que vale muito o investimento! Essa compra é perfeita. Além de ter todos os aplicativos pra você realmente curtir tudo o que quiser! Eu recomendo pra todos!!!","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R38WE2IKYY7F5A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 3 de dezembro de 2021"
"Instalação de alguns streamings não é fácil. Globoplay, impossível.","Comprei o stick da Amazon e da Xiaomi. O da Xiaomi é muito fácil de instalar, bem intuitivo, baixa com tranquilidade todos os streamings.
O da Amazon tem um controle remoto melhor que o da Xiaomi, tem um bom passo a passo para instalação, porém, não vem com todos os streamings e é bem chato de fazer as instalações. Precisei assistir muitos tutoriais no Youtube e, mesmo assim, só consegui colocar a HBO Max (que fica sem o logo aparecendo, o que é bem chato). A Globoplay tentei muito e desisti, não é possível instalar. Acho bem frustrante ter um stick para tornar a tv ""smart"" e não conseguir acessar alguns streamings. Ela fica 1/2 smart, meio burra...
Só não devolvi o stick Amazon, pq tenho o Xiaomi para usar qdo quer over Globoplay.
Para não falar apenas do lado negativo nesse comparativo, achei que a navegação no da Amazon trava menos do que na Xiaomi. Acho que o processador da Amazon é um pouco superior.","3,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R3R41MG92U15KS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 18 de fevereiro de 2022"
"Para dar uma upgrade na sua tv!","Estou usando o produto à mais ou menos três semanas, e para mim alcançou as expectativas, com um uso de app mais amplo do que a smart TV da família ele me proporcionou um melhor funcionamento na minha TV normal.
Se vc tem uma TV sem acesso a internet eu recomendo desde que o seu sinal de WiFi seja bom, se vc quer melhorar a sua Smart TV também recomendo pois vc não fica preso as configurações de fábrica da sua Smart TV
Mas não faz milagres não melhora a sua imagem nem o som.","4,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R3G2XTRJJFX1AR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 21 de fevereiro de 2022"
"Quase perfeito","Rapido, facil de mexer.
Sugestão, ao mudar de usuário deveria pedir pra mudar nos demais, por exemplo mudo usuário da Amazon mas quem usou antes os demais fica neles( alguem da minha familha usa Disney ou qualquer outro fora Netflix fica no usuário anterior).
Fora isso o Fire Tv é fantástico, recomendo pra qualquer um que tenha uma tv que não é mais tão boa, literalmente vira uma top de linha.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R24T098AH5ZC95/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 6 de setembro de 2021"
"Funciona conforme o esperado!","Eu já possuía a versão lite e aproveitei uma promoção para fazer o upgrade para essa nova versão. Sendo bem sincera, o sistema é mesmo, o que muda é o controle que agora tem a possibilidade de ajustar o volume e desligar a tv - além dos botões de streaming. Ainda assim, sinto falta de alguns streamings como Globoplay e HBO Max, o que deixam o produto um pouco a desejar. No mais, funciona conforme o esperando, o sistema é bem fluído e tem acesso às demais plataformas de streaming.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R1NC2K21SOK6A2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 14 de outubro de 2021"
"Versatilidade","O produto excepcional e atendeu a todas as minhas necessidades. Tenho uma smartv um pouco antiga Sony Bravia que bastou inserir o dispositivo em uma de suas entradas de HDMI e associar a minha conta prime que já funcionou perfeitamente. Por meio do controle remoto dele também controlo outras funcionalidades da Tv.
Não tenho Alexa não posso comentar.
Dispõe de um grande variedade de ajustes e configurações para áudio e imagem que certamente atendem as adequações de usuários diferentes.
Também há funcionalidades para jogos que não possuo, também não posso comentar.
Resumo: muito satisfeito.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R2DHQKIBKVV9EP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 17 de fevereiro de 2022"
"Excelente produto mas falha na disponibilidade de apps","Gosto muito do Fire , tenho já 4 para as tvs de casa e da fazenda, só vejo um defeito a indisponibilidade de apps importantes como o do HBO max.
Em resumo, o appstore dele é muito fraco e nâo tem todos os app do Brasil, por exemplo, para instalar o HBO max vc tem que instalar o downloader e fazer varios passos que um ususario comum não faria mais ainda saber que a versão que roda é uma antiga, finalmente quando funciona o Logo do app não parece ... recomendo à amazon investir na app store para facilitar aos ususarios brasileiros a instalçao dos apps daqui","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R2GIDS4EZKG7G0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 18 de outubro de 2021"
"Produto muito bom!","Instalação simples, porém não dispõe de HBO Max nem GloboPlay (este último optou por não assinar contrato com a Amazon). Para ober HBO Max é preciso instalar a versão mobile e o app Mouse Toogle para funcionar. Tem passo a passo no YouTube.
No mais, muito contente com a compra pois minha SmarTV Samsung 2011 foi totalmente compatível com o controle remoto.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R3P2JLSTILGMD2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 6 de janeiro de 2022"
"Bug","Em quatro vezes que usei, duas vezes travou, tive que tirar da tomada para continuar usando. Um produto novo acontecer isso é preocupante. Mas a utilização dele é muito fácil e funciona muito bem quando não dá o ""bug""","3,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R3VFZLH2PDCV52/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 28 de junho de 2021"
"Falta muito aplicativos básicos","Caso você tenha contas no HBO MAX ou globoplay. É possível instalar sim, mais bem complexo de fazer, sem contar que as atualizações devem ser feitas manualmente. E você perde as funcionalidades da Alexa dentro desses aplicativos fora do catálogo oficial.
De forma geral os aplicativos do catálogo tem uma integração muito boa com Alexa e facilita muito o uso e de pesquisa. O app do youtube é um caso excelente de uso, da para fazer tudo por voz.
A integração com o Netflix e Amazon Prime tbm são muitos bons. Você consegue pesquisar por filme ou ator e ele te lista em qual serviço de streaming tem o filme.
Em modo geral vale muito a pena para revitalizar uma tv antiga. E muito provável que a amazon deve adicionar esses apps externos em um futuro lá fora (USA) já tem o HBO MAX nativo.","4,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/RW8D15IZ0IDFC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 29 de novembro de 2021"
"Quase perfeito","Ele realmente e muito bom só não de 5 estrelas pois alguns app nele falha as vezes como : twitch , youtube. não e grave só que as vezes eles da carregamento infinito e tem que tira o fire da tomada e isso e chato. Em resto ele é bom so que faltou a hbo nela, sei que tem como instalar em meios não oficiais mas prefiro o oficial. Ele é rápido e fácil de manusear e muito bom vale apena adquirir caso queira transforma sua tv em smart, tem outras opçães mas pela pesquisa custa mas de 500 pra cima e os que tem abaixo não tem tanta qualidade como a fire, posso dizer que ela e o chromecast tv são os tops do mercado, são ótimos produtos mas o fire esta mas em conta.","4,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R3Q3O19H9I2XJ4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 3 de novembro de 2021"
"Vários aplicativos importantes de streaming não disponíveis para instalação imediata","O maior problema deste equipamento é que para utilizar vários serviços de streaming é necessário utilizar um aplicativo (downloader) para baixar e instalar o aplicativo deseja que não está disponível de maneira oficial na lojinha da Amazon, nem todo mundo é um usuário experiente a ponto de fazer isso sozinho, felizmente eu sou, mas a maioria não.
Fica a dica Amazon, libera todos os aplicativos de streaming!!!!
O controle remoto poderia deixar configurar os botões para os serviços de streaming favoritos do usuário.","3,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/RT48MJIZ5NPQX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 1 de outubro de 2021"
"É um ótimo TV Stik. Com Alexa.","Pensei que fosse uma Alexa que usasse a TV como display. Mas descobri que é um ótimo TV Stik que tem uma Alexa.
Para falar com a Alexa precisa usar o controle remoto e apertar o botão. Então perde muito do que é uma Alexa que atende sem precisar apertar botão algum.
De resto um poderoso TV Stik com excelente imagem.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R13M5Q5YS8C85E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 18 de janeiro de 2022"
"MINHA TV VIROU SMART DE NOVO","Produto entregue dentro do prazo. Instalação super fácil e funcionamento perfeito. Agora sem travamentos quando acesso o Prime Video. Excelente, comparando com a primeira série do FireTvStick. Som e imagem soberbos e sem ressalvas em todos os meus Apps. Inclusão de voz para Alexa bastante oportuna e funcional. Controles de Som da TV simplifica tudo o mais. Pelo custo/benefício imbatível, recomendo este Fire Stick sem restrições.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R1TA2W0GPB73XP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 2 de dezembro de 2021"
"Melhor TV dongle do mercado","A qualidade do produto é excelente. O controle é muito bem construído, não transmite sensação de fragilidade. O sistema é bem intuitivo, e a integração com a Alexa torna tudo bem mais fácil e integrado. Minha única ressalva é em relação a ""demora"" para iniciar, dura poucos segundos, mas poderia ser algo mais instantâneo.
Fora isso, meu único incomodo foi com o modo como o produto foi enviado pela Amazon. O produto não veio em uma caixa de papelão, e sim naqueles sacos de papel com plástico bolha, fazendo com que a embalagem do produto chegasse bem amassada. Por sorte não houve nenhuma avaria.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R3VNIER68EK8EL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 11 de outubro de 2021"
"Substitui uma Apple Tv por 1/4 do preço","Eu gastei quase mil reais em tv boxes de diversas marcas, compradas na internet ou presencialmente em lojas ditas confiáveis. Mas a realidade é que esses equipamentos não prestam, é dinheiro jogado fora. Muita gambiarra para depois de três meses simplesmente pararem de funcionar. Juntei dinheiro para comprar uma Apple Tv para a minha sala, e foi a melhor escolha da minha vida. Tv box android nunca mais! Estava juntando dinheiro para comprar outra Apple Tv para o meu quarto, quando decidi dar uma chance pra este Fire Stick. Gente, por 1/4 do preço de uma Apple Tv você tem um equipamento que dá de 10 a 0 em qualquer Tv box android. Não é tão rápido e fluido quanto a Apple Tv, mas pelo menos funciona e não te deixa na mão. Para o meu quarto está ótimo. Tem até conexão para fone bluetooth e espelhamento de tela do celular. Depois de todas as minhas experiências, pelo preço eu recomendo sim de olhos fechados.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R3I6RVW9977PO3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 27 de janeiro de 2022"
"Alexa no controle é um ótimo diferencial!","""Revivi"" uma TV de Plasma antiga com o Fire Stick. Ao começar pelo unboxing, da pra ver toda a preocupação com o armazenamento do dispositivo, assim como a organização e experiência.
O produto é muito fácil de instalar e sua instalação é bem intuitiva (sincronizar as contas com código de ativação é excelente, pois poupa a digitação de e-mail/senha etc.)
Falando do sistema do Fire Stick, achei bem fluido e apesar de ser intuitivo, acho que da pra melhorar a interface de navegação.
Resumindo, achei que valeu a pena o investimento para reviver a minha TV e quem sabe futuramente poder utiliza-lo em um projetor, por exemplo.
Ponto pra Amazon.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R1NU4BQUGZVSP9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 30 de dezembro de 2021"
"que produto INSANO","eu já tive uma experiência anterior com o fire tv stick lite (um ótimo aparelho, diga-se de passagem) e me surpreendi bastante com as melhorias dessa nova versão. esse novo controle remoto tem uma construção incrível, ele permite alterar o volume do próprio aparelho de transmissão, tem a opção de ligar/desligar e tem atalhos, aqui deixo uma pequena crítica pessoal, seria muito bacana se o atalho do ""amazon music"" fosse substituído pelo atalho do ""spotify"" não me leva a mal amazon, adoramos os seus serviços de assinatura, mas o spotify é bem mais popular e seria bacana ter esse atalho também. eu gostaria de dizer que essa nova versão é mais rápida mas a versão lite é tão rápida quanto, a interface é prática, o sistema super fluído. NO ENTANTO, aplicativos como Hbo Max e Globo Play ainda estão ausentes, estejam cientes disso para não se decepcionar com a compra, e lhes digo que boa parte da culpa disso é da hbo/globo que ainda não disponibilizaram os aplicativos e pelo feedback parecem que nem estão se esforçando para isso. Recomendo? definitivamente sim. Esse aparelho engloba tudo de forma fluída e por um preço bem justo.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/RBX3ET9JMCTQ8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 24 de novembro de 2021"
"Excelente","Ressuscitou nossa LCD antiga Sony, a qual já tinha perdido o controle remoto, e agora usamos o controle direto do dispositivo, até mesmo para ligar a TV. Excelente qualidade, muito fácil de instalar e usar. Muito satisfeito, recomendo.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R2O9KU5TOOZD2B/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 19 de maio de 2021"
"Melhor aquisição de todas!","Tenho uma TV Panasonic de 2011 mais ou menos e funcionou perfeitamente. Não achei o controle tão resistente, mas nada que uma capa protetora não ajude. Ele pareou com a TV sem dificuldades, o sistema como um todo é fluido, cumpre com a descrição do produto. Acredito que alguns pontos vão ser melhorados no futuro, como a adição de mais apps, mas quanto a isso, é possível acessar outras plataformas de streaming pelo navegador mesmo.
Tive dificuldade no início para instalar os apps, porque não sabia que era necessário ativar a ""compra com 1-clique"" na forma de pagamento da conta Amazon, mas quando liguei para o suporte me atenderam rapidamente e ficou tudo certo.
Acredito que para quem não tem condições de comprar uma SmarTv, essa é a melhor opção.
Ps. A encomenda chegou em 1 semana. Foi a entrega mais rápida de todas.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R1YOKCCR1JDA0C/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 13 de outubro de 2021"
"O produto é muito bom e de qualidade.","O produto é muito bom e de qualidade, o controle é conectado por bluetooth pode ser um ponto positivo pois não precisa ficar sendo apontado pra tv ou aparelho pra funcionar porém em contra partida pode ser acionado acidentalmente pois as teclas são bem sensíveis. O meu está apresentando um problema mesmo conectado na tomada sem usar o USB da TV fica reiniciando sozinho, estou investigando se é algo configurável mais me fez não dar a avaliação máxima. A entrega demorou mais do que o previsto, considerando as demais compras que fiz, é algo estranho pois sempre chegaram antes do prazo e os telefones da transportadora nenhum atende e a caixa veio danificada mas não atribuo isto a Amazon e sim ao serviço de transporte.
Considerando estes pontos, ainda recomendo pois é, um termos gerais, um produto de ótima qualidade.","4,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R2SBOQJDQ2XRT6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 14 de outubro de 2021"
"Boa performance e Apps essenciais para o entretenimento!","O Amazon Fire Stick possui uma boa performance e todos os Apps essenciais para o entretenimento com filmes e séries, . É fácil de operar, pois possui botões dedicados no controle remoto para acionar os principais serviços de streaming, além de ter um design minimalista e simplificado. A integração com a Alexa facilita ainda mais a pesquisa e a escolha do que se quer ver.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R2UYC0PRBAW9HT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 9 de janeiro de 2022"
"Ótimo, lamento só a ausência do Globoplay.","Havia feito uma avaliação anterior onde relatava alguns problemas com o dispositivo.
Acredito que o erro, na verdade, tenha sido da minha parte. Em determinado momento, instalei o Stick com um cabo que possuía em casa (sem ser o original da Amazon).
Embora o cabo encaixasse no Stick e, inclusive, permitisse ligar o dispositivo por um tempo, tive os problemas antes relatados.
Ao destrocar os cabos, os problemas sumiram.
O dispositivo é excelente.","4,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/RWXOV8UB2HHX5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 13 de maio de 2021"
"Muito melhor que o com controle normal","Essa versão do controle com comandos para a TV foi decisivo para a compra desse FireTV. O aparelho já é muito bom, mas o outro que eu tenho deixa muito a desejar por conta do controle, até pensei em comprar apenas o controle com os comandos, mas não vale a pena pelo preço. Precisei comprar mais um para minha outra TV e escolhi esse e estou adorando.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R3R6PMQIZOYBVR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 13 de dezembro de 2021"
"Melhor que eu imaginava, mas...","Estou usando ele a um mês quase e estou adorando transformou meu monitor em uma SmartTV apesar das limitação do monitor que não oferece um HDMI CEC, porem essa semana tive problema com o audio e a correção só foi possivel ao reiniciar as configurações de fabrica e para manter o funcionamento fui orientado a não usar o Echo dot como Home Theater o que possibilitava a utilização do botão de volume do controle, mas fora isso estou contente","3,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R3H5ANEEKB8Q9U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 15 de fevereiro de 2022"
"Não vale a pena","Antes de fazer a compra eu já sabia que não havia suporte oficial ao serviço HBO, mas era possível instalar e usar. Porém, parece que bloquearam essa opção. Como praticamente só uso esse serviço, o Fire Stick morreu pra mim (mais um eletrônico apodrecendo na gaveta).
Sinceramente, não vejo motivo para comprar esse equipamento. Se existem opções semelhantes e com todos os serviços disponíveis, porque comprar um com experiência limitada? E, sejamos sinceros, a Amazon ter o serviço da HBO é um total descaso com os usuários.","1,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R1BC58XEYMCJ1Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 1 de março de 2022"
"Bom custo-benefício","Se você não pretende trocar sua TV antiga (uma TV que comprou antes de 2019) esse FireTv é uma opção bacana e menos custosa que adquirir uma SmartTV de entrada, que hoje em dia varia de R$1700 a R$2500 dependendo da polegada dela e apenas FullHD também.
O ponto negativo é que sua configuração é um pouco chatinha e a interface do menu não é tão simples de entender, portanto eu aconselho a terem paciência para se adequarem à interface não tão amigável quanto imaginei que fosse. Você até pode configurar o menu inicial, para priorizar os Apps que mais usa, mas leva um tempinho para acostumar. Ele é bem a cara do Amazon Prime, uma interface mais rústica que o Netflix, por exemplo.
Ele é bem completo em termos de catálogo, tem até uns Apps que não são famosos e que se explorar, você encontra conteúdo interessante também (desde Apps de esportes e notícias, à culinários).
Eu o utilizo conectado na banda 5ghz no Wi-Fi e funciona muito bem, sem delay.
Fiz o teste em uma conexão à rádio numa casa no interior e também funcionou muito bem, ele por algumas vezes demorou alguns segundos para renderizar na qualidade máxima de imagem, mas dada a ser uma conexão via rádio e com apenas 10mb de velocidade, foi ótimo o resultado, pois uma vez que renderizou a imagem, flui com tranquilidade os filmes e séries.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/RGAI8L456H7M1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 7 de dezembro de 2021"
"Excelente, porém com algumas ressalvas.","O aparelho é excelente. Provavelmente a melhor opção no mercado nacional. Consegui comprar com o valor abaixo do usual devido a uma promoção momentânea então foi melhor ainda. Até então único fator negativo é não ter HBO Max e Globo Play nativamente. Porém, é possível instalá-los sem maior problemas usando um app de download de apks facilmente -- para aqueles que não sabiam, recomendo que pesquisem a respeito, não é nada difícil. Fora isso, não tive problemas com o produto. Estou usando a extensão HDMI que veio e ele mantém conexão forte com o wifi 5Ghz, garantindo um streaming fantástico -- coisa que alguns outros concorrentes não possuem, ficando limitados ao 2.4ghz. Fora isso, o produto cheio com a caixa bem amassada em minha residência. Sei que qualquer problemas eu poderia retornar sem stress o produto, mas a Amazon poderia se assegurar com suas transportadoras que eletrônicos e produtos 'mais sensíveis' fossem melhor embrulhados. Fora isso, recomendo demais. Se você tiver a sorte de achar por menos de R$200, como eu, pode comprar sem pensar, pois vale demais. No preço normal dele também vale, eu acho bem mais comodo que um chromecast que precisa do celular ou um roku express que não possue suporte ao wifi 5g ou tem controle bluetooth.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/RKAYUJKWNF3RS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 11 de outubro de 2021"
"Surpreendente. Simples assim, surpreendente.","muito bom, muito bom mesmo.
O aparelho é fácil de instalar, vem com tudo o que é preciso para I sralar em qualquer tv, até extensor de porta HDMI. A configuração também é muito rápida e ele se íntegra perfeitamente à TV. Com as.fubcoes de liga/desliga e volume, pode-se esquecer o controle original da TV, principalmente se ela não for smart.
Testei em duas TVs aqui em casa, uma Smart Samsung que foi prontamente reconhecida e configurada, e uma Semp Toshiba antiga, que precisei localizar a marca ao configurar, mas depois funcionou perfeitamente, inclusive com os controles de volume e liga/desliga.
É uma TV que está com um controle paralelo que tem dado problema, não tem conversor digital e usávamos só para as crianças assistirem DVD. O Fire stick salvou a TV, de verdade.
O controle remoto é perfeito, leve, funcional, fácil de usar, os controles são extremamente responsivos. E o reconhecimento de voz da Alexa funciona muito bem com o aparelho.
O único porém é não ter, temporariamente, espero, HBO Max e Globo play. Como não assino a star+ não vinse tem o aplicativo, mas Disney +, Netflix e Amazon Prime (obviamente) funcionam perfeitamente. Aliás, o Disney+ chega a funcionar melhor no Fire Stick do que no sistema Tizen da Smart TV Samsung.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R3S6B1H04XMX71/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 27 de dezembro de 2021"
"Super fácil de instalar","Comprei o produto para poder ter acesso ao Netflix.
Minha TV não é smart e nem 4K.
Facílimo de instalar.
Tenho 72 anos e minha irmã, 69.
Tivemos que tirar a TV do suporte na parede: esse, sim, foi difícil....
Encontramos a entrada HDMI 2 e ... Pronto!","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/RPKUW5TFHL3DB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 13 de maio de 2021"
"Ótimo Custo Benefício","Um produto interessante ! Caso não tenha uma smart TV, esse produto é perfeito, principalmente devido a função da Alexa para buscar conteúdo por voz (para idosos e crianças que tenham dificuldade de manipular e digitar com o teclado virtual).
Contudo, gostaria de salientar que se você quiser integrar com algum ECHO DOT 3ª Geração, algumas vezes ocorrem falhas na hora de reproduzir ou então, se você for realizar os comandos por voz, através da ECHO DOT 3ª geração, alguns comandos podem não ser realizados. Nesse caso, o controle do FIRE TV STICK se torna a única forma de controlar.","4,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R1V41GKXZI1SKM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 27 de dezembro de 2021"
"Produto perfeito","Superou minhas expectativas, como todos os produtos de hardware da Amazon este também funciona redondinho. O processador é visivelmente mais rápido que o da geração anterior do TV Stick, os botões de ligar, volume e apps dedicados no controle são muito úteis e a experiência como um todo está muito melhor. Recomendo fortemente.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/RBUM3LN5US4KG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 17 de maio de 2021"
"Uma coisa a dizer: perfeito","Comprei para presentear minha mãe no natal que ama séries e não tinha uma tv smart e nem compreende muito de tecnologia para assistir em um computador. Após a instalação, muito fácil por sinal, ela amou. Vive assistindo e toda feliz.
Tive um probleminha com os comandos na tv Philco, mas não foram por conta do fire e sim pela tv que é complicada. Depois de um vídeo no YouTube e a digitação correta do código, funcionou.
Sistema super intuitivo e simples, não requer uma internet absurda de rápida para rodar tudo bem. A instalação foi feita numa fazenda com uma internet a rádio e não tive nenhum problema, pelo contrário, rodava liso.
Amei o produto e irei adquirir outro.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/RU1Q7ITRNLVC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 11 de janeiro de 2022"
"Ótimo produto, mas...","Comprei para meu pai utilizar pois a TV dele não é Smart, de maneira geral o Fire TV é muito intuitivo, fácil de utilizar até para quem não esta acostumado, mas ai que surge o pequeno problema :))), vou ter de utilizar aquela configuração de bloqueio de compras para crianças, no meu caso, meu pai kakaka Já recebi umas 4 mensagens de assinatura de canais de aplicativos que ali estão disponíveis também de fácil acesso, mas já os cancelei. Fora isso, o produto é perfeito e muito rápido o processamento dos apps comparado a smart que tenho.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R3ATR6EGAMADAB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 24 de maio de 2021"
"Produto maravilhoso mas tem problemas","O Fire é incrível, nos proporcional muito entretenimento de uma forma fácil e agradável. Fácil de instalar, de usar, de compreender, entretanto... tive a infelicidade de adquirir o primeiro Fire com algum defeito de fabricação. A Amazon fez a pronta troca do produto por outro. O segundo aparelho funcionou perfeitamente por 1 semana e depois começou a apresentar o mesmo problema, não ligava depois de poucas horas sem uso. Após testes particulares identifiquei que o problema está no adaptador de energia. Solicitei a troca e a Amazon está providenciando o envio de outra peça neste momento. Espero, sinceramente, que após esta troca eu possa utilizar o aparelho sem mais transtornos, aproveitando somente benefícios de um aparelho formidável.","3,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R1NH5DX5KKOX2Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 15 de dezembro de 2021"
